Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
IT Project Management,86,77,80,advanced,assignment
Software Engineering and Development,99,84,93,advanced,assignment
Data Science and Analytics,94,71,96,advanced,assignment
IT Project Management,97,84,93,advanced,assignment
IT Project Management,93,76,86,advanced,assignment
CyberSecurity,93,71,83,advanced,assignment
Cloud Computing,86,92,95,advanced,quiz
Devops and Systems Integration,78,74,97,advanced,assignment
Devops and Systems Integration,70,78,78,beginner,quiz
Cloud Computing,90,84,78,advanced,video
Web Development,72,75,75,advanced,quiz
CyberSecurity,83,72,88,advanced,assignment
Web Development,93,81,83,advanced,assignment
Database Management,91,99,100,advanced,quiz
Web Development,92,94,91,advanced,video
Data Science and Analytics,85,86,98,advanced,quiz
Artificial Intelligence and Machine Learning,74,84,90,advanced,quiz
Artificial Intelligence and Machine Learning,90,98,98,advanced,quiz
Data Science and Analytics,89,71,80,advanced,assignment
IT Project Management,88,77,99,advanced,assignment
IT Project Management,99,100,90,advanced,video
Database Management,78,75,92,advanced,assignment
Network and System Administration,94,100,72,advanced,video
Devops and Systems Integration,81,77,75,advanced,video
IT Project Management,71,74,79,advanced,quiz
IT Project Management,90,91,92,advanced,quiz
Data Science and Analytics,88,93,81,advanced,video
Devops and Systems Integration,78,91,84,advanced,quiz
Software Engineering and Development,94,95,98,advanced,quiz
Data Science and Analytics,100,91,80,advanced,video
CyberSecurity,88,75,100,advanced,assignment
IT Project Management,90,78,95,advanced,assignment
Software Engineering and Development,93,96,75,advanced,video
Database Management,84,76,75,advanced,video
Database Management,75,84,98,advanced,quiz
Data Science and Analytics,92,83,84,advanced,assignment
CyberSecurity,97,87,92,advanced,assignment
Cloud Computing,93,90,80,advanced,video
Cloud Computing,97,70,79,beginner,assignment
Database Management,78,100,89,advanced,quiz
Database Management,82,87,76,advanced,video
IT Project Management,76,90,95,advanced,quiz
Software Engineering and Development,91,93,99,advanced,quiz
Software Engineering and Development,73,92,74,advanced,quiz
Web Development,79,82,87,advanced,quiz
Network and System Administration,92,82,93,advanced,assignment
Database Management,95,71,89,advanced,assignment
Cloud Computing,87,78,97,advanced,assignment
Network and System Administration,78,88,86,advanced,quiz
Artificial Intelligence and Machine Learning,70,86,79,beginner,quiz
Data Science and Analytics,98,73,80,advanced,assignment
Cloud Computing,77,70,95,beginner,assignment
Devops and Systems Integration,73,74,88,advanced,quiz
Network and System Administration,76,98,89,advanced,quiz
Artificial Intelligence and Machine Learning,85,80,82,advanced,assignment
Devops and Systems Integration,86,79,82,advanced,assignment
Data Science and Analytics,93,89,100,advanced,assignment
Network and System Administration,91,88,80,advanced,video
Cloud Computing,94,83,72,advanced,video
Network and System Administration,72,93,96,advanced,quiz
Network and System Administration,71,74,86,advanced,quiz
Artificial Intelligence and Machine Learning,75,81,81,advanced,quiz
Data Science and Analytics,76,85,82,advanced,quiz
CyberSecurity,98,88,88,advanced,assignment
IT Project Management,87,70,88,beginner,assignment
Devops and Systems Integration,82,78,94,advanced,assignment
Data Science and Analytics,100,91,94,advanced,assignment
Devops and Systems Integration,85,93,83,advanced,video
CyberSecurity,74,77,92,advanced,quiz
Data Science and Analytics,98,85,90,advanced,assignment
Database Management,85,88,90,advanced,quiz
Database Management,71,73,83,advanced,quiz
IT Project Management,77,87,73,advanced,video
Devops and Systems Integration,75,74,92,advanced,assignment
Network and System Administration,90,70,82,beginner,assignment
Devops and Systems Integration,80,90,75,advanced,video
Network and System Administration,83,90,88,advanced,quiz
Artificial Intelligence and Machine Learning,100,85,78,advanced,video
Data Science and Analytics,90,82,77,advanced,video
IT Project Management,97,77,91,advanced,assignment
Artificial Intelligence and Machine Learning,71,71,90,advanced,quiz
Data Science and Analytics,84,76,71,advanced,video
CyberSecurity,70,76,91,beginner,quiz
Software Engineering and Development,76,89,87,advanced,quiz
Software Engineering and Development,97,83,81,advanced,video
IT Project Management,87,83,91,advanced,assignment
Devops and Systems Integration,75,76,73,advanced,video
IT Project Management,89,98,77,advanced,video
Database Management,87,77,92,advanced,assignment
Artificial Intelligence and Machine Learning,80,85,93,advanced,quiz
Artificial Intelligence and Machine Learning,90,74,94,advanced,assignment
Database Management,81,83,81,advanced,quiz
Web Development,81,94,99,advanced,quiz
Devops and Systems Integration,98,76,73,advanced,video
IT Project Management,93,95,77,advanced,video
Data Science and Analytics,82,84,95,advanced,quiz
Database Management,73,70,76,beginner,assignment
Cloud Computing,92,71,75,advanced,assignment
Database Management,82,95,97,advanced,quiz
Software Engineering and Development,81,78,88,advanced,assignment
CyberSecurity,94,89,71,advanced,video
Database Management,77,92,85,advanced,quiz
Web Development,71,91,82,advanced,quiz
Web Development,98,70,83,beginner,assignment
Network and System Administration,82,72,85,advanced,assignment
Software Engineering and Development,90,78,96,advanced,assignment
Software Engineering and Development,77,78,76,advanced,video
Devops and Systems Integration,99,99,71,advanced,video
Data Science and Analytics,92,84,90,advanced,assignment
Database Management,85,98,100,advanced,quiz
Cloud Computing,73,98,89,advanced,quiz
IT Project Management,89,72,82,advanced,assignment
Devops and Systems Integration,74,71,85,advanced,assignment
Cloud Computing,81,94,93,advanced,quiz
Data Science and Analytics,94,75,75,advanced,assignment
Network and System Administration,95,72,86,advanced,assignment
Network and System Administration,81,79,76,advanced,video
Software Engineering and Development,90,84,71,advanced,video
Software Engineering and Development,70,97,75,beginner,quiz
Cloud Computing,90,98,80,advanced,video
Software Engineering and Development,73,86,72,advanced,video
Database Management,77,89,78,advanced,quiz
Data Science and Analytics,76,89,82,advanced,quiz
Devops and Systems Integration,76,80,75,advanced,video
Database Management,80,95,74,advanced,video
Data Science and Analytics,83,77,91,advanced,assignment
IT Project Management,87,75,73,advanced,video
Devops and Systems Integration,72,99,82,advanced,quiz
Network and System Administration,77,75,80,advanced,assignment
Network and System Administration,78,75,97,advanced,assignment
Devops and Systems Integration,80,81,88,advanced,quiz
Artificial Intelligence and Machine Learning,97,85,90,advanced,assignment
Web Development,93,87,77,advanced,video
Data Science and Analytics,78,91,94,advanced,quiz
Web Development,97,80,95,advanced,assignment
Data Science and Analytics,85,94,82,advanced,video
CyberSecurity,91,94,100,advanced,quiz
Database Management,74,99,97,advanced,quiz
Devops and Systems Integration,97,94,73,advanced,video
Data Science and Analytics,81,77,75,advanced,video
Devops and Systems Integration,91,75,73,advanced,video
Network and System Administration,85,74,90,advanced,assignment
Cloud Computing,92,90,94,advanced,assignment
Artificial Intelligence and Machine Learning,96,94,98,advanced,assignment
CyberSecurity,76,94,80,advanced,quiz
Artificial Intelligence and Machine Learning,99,100,82,advanced,video
Network and System Administration,94,76,100,advanced,assignment
Software Engineering and Development,78,75,72,advanced,video
Network and System Administration,75,90,93,advanced,quiz
Cloud Computing,99,93,89,advanced,video
CyberSecurity,85,73,73,advanced,assignment
CyberSecurity,89,87,89,advanced,assignment
Artificial Intelligence and Machine Learning,93,88,76,advanced,video
IT Project Management,74,90,71,advanced,video
Devops and Systems Integration,93,74,77,advanced,assignment
Artificial Intelligence and Machine Learning,89,84,72,advanced,video
CyberSecurity,86,82,72,advanced,video
Web Development,79,94,73,advanced,video
Artificial Intelligence and Machine Learning,92,84,79,advanced,video
IT Project Management,79,100,97,advanced,quiz
CyberSecurity,82,88,76,advanced,video
Network and System Administration,99,97,78,advanced,video
IT Project Management,70,97,100,beginner,quiz
IT Project Management,72,74,92,advanced,quiz
Web Development,90,89,90,advanced,assignment
CyberSecurity,86,76,85,advanced,assignment
IT Project Management,86,71,82,advanced,assignment
Database Management,73,87,93,advanced,quiz
Web Development,99,84,99,advanced,assignment
Data Science and Analytics,89,89,84,advanced,video
Artificial Intelligence and Machine Learning,93,98,88,advanced,video
Artificial Intelligence and Machine Learning,95,88,75,advanced,video
CyberSecurity,71,76,91,advanced,quiz
Data Science and Analytics,99,85,84,advanced,video
Cloud Computing,86,78,88,advanced,assignment
Web Development,89,97,83,advanced,video
Database Management,88,94,84,advanced,video
Database Management,93,82,83,advanced,assignment
CyberSecurity,95,85,97,advanced,assignment
Artificial Intelligence and Machine Learning,72,95,81,advanced,quiz
Cloud Computing,78,90,77,advanced,video
Software Engineering and Development,93,90,88,advanced,video
CyberSecurity,71,77,71,advanced,quiz
Data Science and Analytics,72,92,77,advanced,quiz
Devops and Systems Integration,98,99,73,advanced,video
Cloud Computing,86,87,85,advanced,video
Data Science and Analytics,97,71,83,advanced,assignment
Web Development,86,85,74,advanced,video
Software Engineering and Development,100,74,97,advanced,assignment
CyberSecurity,74,80,97,advanced,quiz
Devops and Systems Integration,100,90,89,advanced,video
Data Science and Analytics,70,83,76,beginner,quiz
Devops and Systems Integration,92,85,89,advanced,assignment
Web Development,89,87,93,advanced,assignment
Artificial Intelligence and Machine Learning,83,87,87,advanced,quiz
Software Engineering and Development,96,96,92,advanced,video
IT Project Management,78,99,86,advanced,quiz
Artificial Intelligence and Machine Learning,78,75,95,advanced,assignment
Artificial Intelligence and Machine Learning,87,72,100,advanced,assignment
IT Project Management,98,84,97,advanced,assignment
Database Management,90,88,98,advanced,assignment
Web Development,70,86,83,beginner,quiz
CyberSecurity,91,78,85,advanced,assignment
Web Development,94,88,72,advanced,video
Web Development,88,89,76,advanced,video
Network and System Administration,84,81,71,advanced,video
Web Development,74,84,89,advanced,quiz
Data Science and Analytics,73,83,75,advanced,quiz
Database Management,73,78,79,advanced,quiz
IT Project Management,72,98,77,advanced,quiz
Network and System Administration,80,92,84,advanced,quiz
Web Development,95,86,83,advanced,video
Artificial Intelligence and Machine Learning,100,91,74,advanced,video
Artificial Intelligence and Machine Learning,90,85,86,advanced,assignment
IT Project Management,79,85,93,advanced,quiz
Devops and Systems Integration,81,88,85,advanced,quiz
Data Science and Analytics,100,99,94,advanced,video
Network and System Administration,88,71,75,advanced,assignment
Cloud Computing,93,80,99,advanced,assignment
Data Science and Analytics,85,76,98,advanced,assignment
Data Science and Analytics,70,83,91,beginner,quiz
Artificial Intelligence and Machine Learning,74,93,80,advanced,quiz
Software Engineering and Development,73,87,95,advanced,quiz
Devops and Systems Integration,94,100,83,advanced,video
IT Project Management,89,83,85,advanced,assignment
Web Development,75,92,87,advanced,quiz
CyberSecurity,95,79,86,advanced,assignment
Database Management,97,91,80,advanced,video
IT Project Management,88,82,84,advanced,assignment
Data Science and Analytics,90,83,83,advanced,assignment
Software Engineering and Development,99,86,78,advanced,video
IT Project Management,75,83,79,advanced,quiz
Cloud Computing,82,100,79,advanced,video
Database Management,75,97,71,advanced,video
Software Engineering and Development,99,91,83,advanced,video
Database Management,77,94,78,advanced,quiz
Devops and Systems Integration,82,93,81,advanced,video
Artificial Intelligence and Machine Learning,83,96,95,advanced,quiz
Database Management,86,89,94,advanced,quiz
Database Management,83,88,82,advanced,video
Devops and Systems Integration,97,82,86,advanced,assignment
Artificial Intelligence and Machine Learning,83,94,98,advanced,quiz
Database Management,92,94,86,advanced,video
Data Science and Analytics,95,88,100,advanced,assignment
Cloud Computing,84,97,75,advanced,video
Network and System Administration,89,90,88,advanced,video
Artificial Intelligence and Machine Learning,89,75,76,advanced,assignment
Data Science and Analytics,91,87,79,advanced,video
Artificial Intelligence and Machine Learning,89,88,100,advanced,assignment
IT Project Management,73,99,73,advanced,quiz
Network and System Administration,79,72,92,advanced,assignment
Network and System Administration,76,87,89,advanced,quiz
Network and System Administration,71,72,74,advanced,quiz
Data Science and Analytics,73,75,73,advanced,quiz
Data Science and Analytics,72,100,90,advanced,quiz
Data Science and Analytics,72,96,84,advanced,quiz
Web Development,96,76,76,advanced,assignment
Data Science and Analytics,94,88,93,advanced,assignment
CyberSecurity,84,87,94,advanced,quiz
Database Management,73,88,98,advanced,quiz
Web Development,73,79,83,advanced,quiz
Database Management,72,82,98,advanced,quiz
Database Management,97,81,100,advanced,assignment
Web Development,93,83,96,advanced,assignment
Network and System Administration,71,100,80,advanced,quiz
Artificial Intelligence and Machine Learning,95,77,82,advanced,assignment
Cloud Computing,71,97,92,advanced,quiz
Web Development,73,80,73,advanced,quiz
Network and System Administration,98,88,100,advanced,assignment
CyberSecurity,82,73,76,advanced,assignment
Web Development,74,81,82,advanced,quiz
Cloud Computing,71,75,89,advanced,quiz
Data Science and Analytics,77,73,71,advanced,video
Network and System Administration,77,96,75,advanced,video
IT Project Management,92,96,72,advanced,video
Network and System Administration,91,83,71,advanced,video
CyberSecurity,82,93,84,advanced,quiz
Data Science and Analytics,90,92,84,advanced,video
Devops and Systems Integration,80,88,74,advanced,video
Network and System Administration,88,97,71,advanced,video
Devops and Systems Integration,84,91,78,advanced,video
Cloud Computing,97,87,96,advanced,assignment
Artificial Intelligence and Machine Learning,99,100,92,advanced,video
Artificial Intelligence and Machine Learning,94,98,72,advanced,video
CyberSecurity,92,85,95,advanced,assignment
Web Development,88,96,71,advanced,video
IT Project Management,74,85,82,advanced,quiz
CyberSecurity,95,96,91,advanced,video
Devops and Systems Integration,82,83,92,advanced,quiz
Software Engineering and Development,90,99,95,advanced,quiz
CyberSecurity,90,70,82,beginner,assignment
Artificial Intelligence and Machine Learning,73,71,94,advanced,assignment
Database Management,76,77,83,advanced,quiz
Database Management,88,98,88,advanced,quiz
Software Engineering and Development,97,77,97,advanced,assignment
Network and System Administration,75,86,91,advanced,quiz
Data Science and Analytics,81,91,98,advanced,quiz
Software Engineering and Development,76,71,79,advanced,assignment
Data Science and Analytics,99,76,82,advanced,assignment
IT Project Management,89,98,99,advanced,quiz
Artificial Intelligence and Machine Learning,79,77,92,advanced,assignment
Data Science and Analytics,91,92,95,advanced,quiz
Cloud Computing,90,97,72,advanced,video
Artificial Intelligence and Machine Learning,90,83,73,advanced,video
Network and System Administration,79,100,73,advanced,video
Software Engineering and Development,88,72,71,advanced,video
Web Development,90,73,95,advanced,assignment
Database Management,87,86,77,advanced,video
Devops and Systems Integration,75,83,90,advanced,quiz
Database Management,72,97,97,advanced,quiz
Data Science and Analytics,76,78,100,advanced,quiz
Network and System Administration,76,85,90,advanced,quiz
Cloud Computing,74,82,99,advanced,quiz
IT Project Management,89,99,77,advanced,video
Network and System Administration,90,100,79,advanced,video
Network and System Administration,94,95,80,advanced,video
Devops and Systems Integration,87,78,92,advanced,assignment
Data Science and Analytics,73,88,75,advanced,quiz
IT Project Management,71,73,91,advanced,quiz
Database Management,72,84,97,advanced,quiz
Artificial Intelligence and Machine Learning,79,91,89,advanced,quiz
Data Science and Analytics,72,89,71,advanced,video
Network and System Administration,92,100,83,advanced,video
Web Development,86,95,72,advanced,video
Devops and Systems Integration,95,71,76,advanced,assignment
Data Science and Analytics,75,73,91,advanced,assignment
CyberSecurity,86,74,99,advanced,assignment
Network and System Administration,85,75,79,advanced,assignment
CyberSecurity,85,86,80,advanced,video
Web Development,76,82,72,advanced,video
Data Science and Analytics,91,98,94,advanced,quiz
Cloud Computing,86,100,79,advanced,video
CyberSecurity,97,89,95,advanced,assignment
Artificial Intelligence and Machine Learning,79,91,88,advanced,quiz
Database Management,80,95,73,advanced,video
Artificial Intelligence and Machine Learning,82,76,100,advanced,assignment
Network and System Administration,83,83,90,advanced,quiz
Data Science and Analytics,91,77,86,advanced,assignment
Web Development,92,87,88,advanced,assignment
Data Science and Analytics,94,97,82,advanced,video
IT Project Management,98,78,86,advanced,assignment
CyberSecurity,96,77,81,advanced,assignment
Web Development,92,86,100,advanced,assignment
IT Project Management,84,81,77,advanced,video
CyberSecurity,86,88,75,advanced,video
Network and System Administration,96,79,90,advanced,assignment
Network and System Administration,83,71,85,advanced,assignment
Software Engineering and Development,99,98,98,advanced,assignment
CyberSecurity,83,93,73,advanced,video
Network and System Administration,97,97,100,advanced,quiz
Data Science and Analytics,83,75,100,advanced,assignment
Cloud Computing,90,98,84,advanced,video
Data Science and Analytics,73,98,97,advanced,quiz
Cloud Computing,99,86,94,advanced,assignment
Web Development,94,95,74,advanced,video
Devops and Systems Integration,98,90,88,advanced,video
Cloud Computing,96,87,89,advanced,assignment
Devops and Systems Integration,76,95,87,advanced,quiz
Data Science and Analytics,77,79,79,advanced,quiz
Software Engineering and Development,71,97,94,advanced,quiz
Software Engineering and Development,70,95,75,beginner,quiz
CyberSecurity,83,83,76,advanced,video
Web Development,72,93,97,advanced,quiz
Web Development,85,70,81,beginner,assignment
Database Management,79,80,91,advanced,quiz
CyberSecurity,98,88,88,advanced,assignment
Network and System Administration,77,95,87,advanced,quiz
Data Science and Analytics,99,87,98,advanced,assignment
Web Development,94,70,71,beginner,assignment
Web Development,93,96,91,advanced,video
Web Development,72,79,74,advanced,quiz
Cloud Computing,91,87,83,advanced,video
Data Science and Analytics,92,85,97,advanced,assignment
Devops and Systems Integration,93,99,87,advanced,video
Artificial Intelligence and Machine Learning,99,89,71,advanced,video
Cloud Computing,74,95,98,advanced,quiz
Devops and Systems Integration,100,75,76,advanced,assignment
Database Management,84,87,95,advanced,quiz
CyberSecurity,99,93,97,advanced,assignment
IT Project Management,83,88,81,advanced,video
Cloud Computing,89,93,81,advanced,video
CyberSecurity,88,87,84,advanced,video
CyberSecurity,77,97,89,advanced,quiz
Database Management,77,92,85,advanced,quiz
Software Engineering and Development,97,87,75,advanced,video
Cloud Computing,77,96,72,advanced,video
CyberSecurity,90,90,77,advanced,video
Network and System Administration,85,93,79,advanced,video
Network and System Administration,77,94,88,advanced,quiz
Data Science and Analytics,96,76,76,advanced,assignment
Software Engineering and Development,75,73,93,advanced,assignment
Web Development,74,93,98,advanced,quiz
Artificial Intelligence and Machine Learning,71,85,98,advanced,quiz
Devops and Systems Integration,82,94,81,advanced,video
Database Management,95,87,80,advanced,video
Software Engineering and Development,79,73,76,advanced,assignment
Web Development,93,98,94,advanced,quiz
Cloud Computing,95,93,91,advanced,video
Network and System Administration,72,93,76,advanced,quiz
CyberSecurity,88,85,100,advanced,assignment
Artificial Intelligence and Machine Learning,74,96,80,advanced,quiz
Web Development,77,92,75,advanced,video
Data Science and Analytics,89,75,94,advanced,assignment
Artificial Intelligence and Machine Learning,96,96,79,advanced,video
Cloud Computing,76,100,86,advanced,quiz
Data Science and Analytics,82,74,72,advanced,video
Data Science and Analytics,98,98,93,advanced,video
Cloud Computing,99,100,82,advanced,video
CyberSecurity,97,84,98,advanced,assignment
Devops and Systems Integration,98,95,99,advanced,assignment
CyberSecurity,87,74,88,advanced,assignment
Network and System Administration,98,85,77,advanced,video
Cloud Computing,90,96,72,advanced,video
IT Project Management,83,72,96,advanced,assignment
CyberSecurity,76,88,100,advanced,quiz
Web Development,90,84,91,advanced,assignment
Devops and Systems Integration,71,74,84,advanced,quiz
Web Development,96,89,86,advanced,video
Network and System Administration,86,89,99,advanced,quiz
Database Management,76,86,88,advanced,quiz
Artificial Intelligence and Machine Learning,70,79,86,beginner,quiz
CyberSecurity,74,71,95,advanced,assignment
IT Project Management,91,88,99,advanced,assignment
Database Management,97,92,90,advanced,video
Devops and Systems Integration,77,70,88,beginner,assignment
Devops and Systems Integration,100,99,95,advanced,video
CyberSecurity,77,95,93,advanced,quiz
Software Engineering and Development,94,90,73,advanced,video
IT Project Management,98,97,86,advanced,video
Devops and Systems Integration,88,88,93,advanced,quiz
IT Project Management,71,96,99,advanced,quiz
Cloud Computing,99,79,82,advanced,assignment
CyberSecurity,95,94,85,advanced,video
CyberSecurity,92,85,79,advanced,video
Cloud Computing,84,92,74,advanced,video
Network and System Administration,87,80,93,advanced,assignment
Cloud Computing,79,74,76,advanced,assignment
Devops and Systems Integration,75,83,77,advanced,quiz
Database Management,100,78,98,advanced,assignment
CyberSecurity,99,96,100,advanced,assignment
Software Engineering and Development,74,73,88,advanced,assignment
Database Management,98,97,83,advanced,video
IT Project Management,74,76,80,advanced,quiz
Web Development,70,79,85,beginner,quiz
Network and System Administration,91,92,82,advanced,video
IT Project Management,76,89,92,advanced,quiz
Software Engineering and Development,92,88,81,advanced,video
Data Science and Analytics,83,72,97,advanced,assignment
Artificial Intelligence and Machine Learning,100,78,82,advanced,assignment
IT Project Management,85,93,93,advanced,quiz
Database Management,95,80,87,advanced,assignment
Database Management,83,82,88,advanced,assignment
Data Science and Analytics,75,78,82,advanced,quiz
Network and System Administration,95,93,90,advanced,video
Artificial Intelligence and Machine Learning,91,76,90,advanced,assignment
Software Engineering and Development,95,90,87,advanced,video
Web Development,92,71,71,advanced,assignment
Web Development,84,97,94,advanced,quiz
Software Engineering and Development,80,82,89,advanced,quiz
Web Development,89,84,93,advanced,assignment
CyberSecurity,82,96,80,advanced,video
CyberSecurity,91,80,75,advanced,video
IT Project Management,72,70,74,beginner,assignment
Artificial Intelligence and Machine Learning,70,86,96,beginner,quiz
Web Development,86,89,79,advanced,video
Software Engineering and Development,75,83,74,advanced,video
Devops and Systems Integration,92,87,89,advanced,assignment
Software Engineering and Development,91,72,90,advanced,assignment
Data Science and Analytics,82,83,89,advanced,quiz
Network and System Administration,90,100,89,advanced,video
Database Management,100,74,87,advanced,assignment
Software Engineering and Development,100,97,80,advanced,video
IT Project Management,78,81,98,advanced,quiz
Network and System Administration,97,100,75,advanced,video
Network and System Administration,85,75,91,advanced,assignment
CyberSecurity,85,90,99,advanced,quiz
Cloud Computing,95,94,76,advanced,video
Network and System Administration,79,100,85,advanced,quiz
Web Development,98,81,85,advanced,assignment
Network and System Administration,70,88,76,beginner,quiz
CyberSecurity,70,85,91,beginner,quiz
Network and System Administration,77,77,77,advanced,quiz
Data Science and Analytics,83,90,95,advanced,quiz
Devops and Systems Integration,72,92,81,advanced,quiz
Cloud Computing,77,98,89,advanced,quiz
Artificial Intelligence and Machine Learning,75,93,88,advanced,quiz
Cloud Computing,84,77,78,advanced,assignment
Data Science and Analytics,75,89,100,advanced,quiz
Web Development,84,88,88,advanced,quiz
Web Development,90,74,71,advanced,video
IT Project Management,72,95,92,advanced,quiz
Web Development,97,71,84,advanced,assignment
Devops and Systems Integration,71,100,79,advanced,quiz
CyberSecurity,75,75,98,advanced,quiz
Data Science and Analytics,74,76,91,advanced,quiz
Cloud Computing,71,97,99,advanced,quiz
Devops and Systems Integration,85,74,71,advanced,video
Devops and Systems Integration,86,86,87,advanced,quiz
Artificial Intelligence and Machine Learning,73,85,80,advanced,quiz
IT Project Management,80,82,90,advanced,quiz
Network and System Administration,96,83,74,advanced,video
Artificial Intelligence and Machine Learning,77,78,97,advanced,quiz
Network and System Administration,81,70,72,beginner,assignment
Devops and Systems Integration,70,96,87,beginner,quiz
IT Project Management,92,76,87,advanced,assignment
Data Science and Analytics,89,89,91,advanced,quiz
Data Science and Analytics,89,100,82,advanced,video
Cloud Computing,84,87,94,advanced,quiz
Cloud Computing,74,80,73,advanced,video
Cloud Computing,75,74,82,advanced,assignment
Devops and Systems Integration,89,73,76,advanced,assignment
Database Management,94,73,90,advanced,assignment
Database Management,77,96,83,advanced,quiz
Data Science and Analytics,100,80,72,advanced,video
Database Management,95,80,100,advanced,assignment
Network and System Administration,98,90,79,advanced,video
Software Engineering and Development,72,93,82,advanced,quiz
Software Engineering and Development,76,86,98,advanced,quiz
Software Engineering and Development,93,70,97,beginner,assignment
IT Project Management,79,91,76,advanced,video
Artificial Intelligence and Machine Learning,83,79,91,advanced,assignment
IT Project Management,76,82,85,advanced,quiz
Database Management,76,80,83,advanced,quiz
Web Development,73,96,78,advanced,quiz
IT Project Management,74,95,75,advanced,quiz
Data Science and Analytics,92,91,90,advanced,video
Artificial Intelligence and Machine Learning,84,99,89,advanced,quiz
Software Engineering and Development,80,94,91,advanced,quiz
Software Engineering and Development,93,95,77,advanced,video
Devops and Systems Integration,84,89,75,advanced,video
IT Project Management,76,80,73,advanced,video
IT Project Management,87,85,78,advanced,video
Web Development,91,71,96,advanced,assignment
CyberSecurity,88,78,77,advanced,video
Network and System Administration,75,83,92,advanced,quiz
Software Engineering and Development,72,70,89,beginner,assignment
Network and System Administration,91,94,99,advanced,quiz
IT Project Management,83,88,94,advanced,quiz
Database Management,76,94,78,advanced,quiz
CyberSecurity,98,100,75,advanced,video
Network and System Administration,85,97,99,advanced,quiz
Cloud Computing,74,87,80,advanced,quiz
Artificial Intelligence and Machine Learning,98,84,90,advanced,assignment
Artificial Intelligence and Machine Learning,86,76,76,advanced,assignment
Cloud Computing,95,94,74,advanced,video
Data Science and Analytics,71,92,73,advanced,quiz
Data Science and Analytics,77,92,96,advanced,quiz
Network and System Administration,86,80,74,advanced,video
Cloud Computing,73,78,96,advanced,quiz
Devops and Systems Integration,93,79,80,advanced,assignment
Web Development,89,100,79,advanced,video
Web Development,87,80,87,advanced,assignment
IT Project Management,84,99,81,advanced,video
Database Management,72,79,77,advanced,quiz
Network and System Administration,85,88,99,advanced,quiz
IT Project Management,90,93,97,advanced,quiz
Cloud Computing,84,72,94,advanced,assignment
Cloud Computing,88,99,76,advanced,video
Database Management,79,96,99,advanced,quiz
IT Project Management,85,74,98,advanced,assignment
Artificial Intelligence and Machine Learning,93,72,94,advanced,assignment
Network and System Administration,84,89,88,advanced,quiz
Database Management,88,82,97,advanced,assignment
Devops and Systems Integration,81,73,82,advanced,assignment
Artificial Intelligence and Machine Learning,91,81,73,advanced,video
Web Development,96,92,99,advanced,assignment
IT Project Management,88,92,88,advanced,quiz
Database Management,78,99,71,advanced,video
Artificial Intelligence and Machine Learning,96,90,94,advanced,assignment
Devops and Systems Integration,78,73,99,advanced,assignment
CyberSecurity,86,84,82,advanced,video
Web Development,88,75,100,advanced,assignment
Web Development,84,74,89,advanced,assignment
Software Engineering and Development,90,79,100,advanced,assignment
Network and System Administration,70,97,91,beginner,quiz
Artificial Intelligence and Machine Learning,98,94,75,advanced,video
IT Project Management,84,82,98,advanced,assignment
Cloud Computing,92,91,86,advanced,video
Devops and Systems Integration,83,93,79,advanced,video
Data Science and Analytics,98,91,80,advanced,video
Database Management,71,76,79,advanced,quiz
Network and System Administration,97,92,90,advanced,video
IT Project Management,88,82,83,advanced,assignment
Cloud Computing,80,85,95,advanced,quiz
Devops and Systems Integration,79,86,93,advanced,quiz
Web Development,92,78,92,advanced,assignment
Database Management,91,77,90,advanced,assignment
CyberSecurity,85,99,94,advanced,quiz
Artificial Intelligence and Machine Learning,86,80,72,advanced,video
CyberSecurity,92,94,71,advanced,video
Software Engineering and Development,98,91,87,advanced,video
CyberSecurity,94,96,94,advanced,quiz
Software Engineering and Development,84,86,74,advanced,video
Cloud Computing,87,92,97,advanced,quiz
Cloud Computing,96,99,72,advanced,video
Artificial Intelligence and Machine Learning,80,85,86,advanced,quiz
CyberSecurity,99,95,78,advanced,video
Web Development,93,75,78,advanced,assignment
Cloud Computing,89,87,97,advanced,assignment
Artificial Intelligence and Machine Learning,81,94,92,advanced,quiz
Data Science and Analytics,88,84,97,advanced,assignment
Data Science and Analytics,92,90,86,advanced,video
Web Development,72,81,79,advanced,quiz
Data Science and Analytics,78,98,93,advanced,quiz
Web Development,89,86,92,advanced,assignment
Cloud Computing,72,79,81,advanced,quiz
Cloud Computing,84,100,92,advanced,quiz
Web Development,87,98,71,advanced,video
Artificial Intelligence and Machine Learning,79,70,92,beginner,assignment
Data Science and Analytics,72,85,77,advanced,quiz
Artificial Intelligence and Machine Learning,89,79,71,advanced,video
Software Engineering and Development,76,94,89,advanced,quiz
Artificial Intelligence and Machine Learning,99,82,94,advanced,assignment
Network and System Administration,89,80,92,advanced,assignment
CyberSecurity,84,70,99,beginner,assignment
Network and System Administration,73,85,99,advanced,quiz
Artificial Intelligence and Machine Learning,72,97,74,advanced,quiz
Software Engineering and Development,90,76,81,advanced,assignment
Artificial Intelligence and Machine Learning,86,70,100,beginner,assignment
Web Development,78,99,76,advanced,video
Web Development,88,86,86,advanced,assignment
IT Project Management,70,93,94,beginner,quiz
Web Development,80,81,76,advanced,video
Data Science and Analytics,78,86,73,advanced,video
Network and System Administration,94,77,93,advanced,assignment
Software Engineering and Development,100,75,86,advanced,assignment
Software Engineering and Development,85,79,78,advanced,video
