Subject,Course Score,Learning Score,Quiz Score,Complexity,Learning Content
Cloud Computing,71,97,64,Beginner,Video
CyberSecurity,98,84,53,Beginner,Video
Devops and Systems Integration,94,70,64,Beginner,Video
Cloud Computing,82,78,52,Beginner,Video
Database Management,73,99,67,Beginner,Video
Data Science and Analytics,85,79,49,Beginner,Video
Web Development,87,85,42,Beginner,Video
Web Development,93,93,53,Beginner,Video
Database Management,83,90,65,Beginner,Video
Data Science and Analytics,85,79,56,Beginner,Video
Network and System Administration,78,76,51,Beginner,Video
CyberSecurity,90,75,62,Beginner,Video
CyberSecurity,94,83,69,Beginner,Video
Artificial Intelligence and Machine Learning,89,87,52,Beginner,Video
Software Engineering and Development,93,84,41,Beginner,Video
Software Engineering and Development,72,75,66,Beginner,Video
Network and System Administration,80,74,56,Beginner,Video
Database Management,90,88,52,Beginner,Video
CyberSecurity,94,99,51,Beginner,Video
Network and System Administration,92,73,49,Beginner,Video
Data Science and Analytics,99,99,69,Beginner,Video
Database Management,70,70,60,Intermediate,Video
Devops and Systems Integration,89,100,54,Beginner,Video
Network and System Administration,98,76,66,Beginner,Video
Devops and Systems Integration,80,77,61,Beginner,Video
Web Development,89,95,58,Beginner,Video
Database Management,80,93,62,Beginner,Video
Artificial Intelligence and Machine Learning,80,98,63,Beginner,Video
CyberSecurity,92,82,54,Beginner,Video
IT Project Management,80,88,56,Beginner,Video
Software Engineering and Development,88,80,46,Beginner,Video
Web Development,95,97,66,Beginner,Video
Cloud Computing,82,98,62,Beginner,Video
Software Engineering and Development,77,79,51,Beginner,Video
IT Project Management,88,99,63,Beginner,Video
Software Engineering and Development,70,78,52,Beginner,Video
Software Engineering and Development,88,92,64,Beginner,Video
Data Science and Analytics,75,79,56,Beginner,Video
Web Development,89,83,66,Beginner,Video
Artificial Intelligence and Machine Learning,92,100,42,Beginner,Video
Web Development,71,90,65,Beginner,Video
Web Development,72,84,60,Beginner,Video
Database Management,87,75,58,Beginner,Video
Cloud Computing,88,80,46,Beginner,Video
Data Science and Analytics,82,78,65,Beginner,Video
Web Development,95,70,58,Beginner,Video
Software Engineering and Development,70,77,68,Beginner,Video
CyberSecurity,82,91,54,Beginner,Video
Devops and Systems Integration,88,97,66,Beginner,Video
Network and System Administration,97,90,60,Beginner,Video
Software Engineering and Development,72,99,43,Beginner,Video
Devops and Systems Integration,94,84,64,Beginner,Video
Network and System Administration,81,81,56,Beginner,Video
CyberSecurity,71,83,70,Beginner,Video
Cloud Computing,96,97,69,Beginner,Video
Data Science and Analytics,76,79,51,Beginner,Video
Software Engineering and Development,86,89,58,Beginner,Video
Network and System Administration,98,91,61,Beginner,Video
CyberSecurity,96,90,42,Beginner,Video
IT Project Management,93,94,60,Beginner,Video
Devops and Systems Integration,70,78,59,Beginner,Video
Devops and Systems Integration,85,79,68,Beginner,Video
Data Science and Analytics,80,88,49,Beginner,Video
Software Engineering and Development,87,96,66,Beginner,Video
IT Project Management,75,75,54,Beginner,Video
Database Management,76,84,45,Beginner,Video
Network and System Administration,95,93,53,Beginner,Video
IT Project Management,80,83,62,Beginner,Video
Cloud Computing,91,82,50,Beginner,Video
Artificial Intelligence and Machine Learning,97,98,50,Beginner,Video
IT Project Management,84,88,70,Beginner,Video
IT Project Management,82,82,66,Beginner,Video
IT Project Management,74,91,45,Beginner,Video
Artificial Intelligence and Machine Learning,100,87,70,Beginner,Video
Cloud Computing,83,85,54,Beginner,Video
Cloud Computing,88,78,50,Beginner,Video
Data Science and Analytics,71,75,58,Beginner,Video
Artificial Intelligence and Machine Learning,73,94,60,Beginner,Video
Data Science and Analytics,88,95,50,Beginner,Video
CyberSecurity,80,95,65,Beginner,Video
Database Management,77,73,52,Beginner,Video
Network and System Administration,88,81,47,Beginner,Video
Web Development,70,86,66,Beginner,Video
Network and System Administration,72,93,45,Beginner,Video
Devops and Systems Integration,72,86,52,Beginner,Video
Artificial Intelligence and Machine Learning,75,85,65,Beginner,Video
Software Engineering and Development,99,92,58,Beginner,Video
Artificial Intelligence and Machine Learning,83,80,53,Beginner,Video
CyberSecurity,92,89,42,Beginner,Video
Data Science and Analytics,76,73,60,Beginner,Video
Cloud Computing,100,70,65,Beginner,Video
Data Science and Analytics,99,95,66,Beginner,Video
Cloud Computing,81,87,43,Beginner,Video
Artificial Intelligence and Machine Learning,96,96,58,Beginner,Video
Data Science and Analytics,76,79,56,Beginner,Video
Database Management,96,99,43,Beginner,Video
Web Development,76,76,57,Beginner,Video
Web Development,98,75,61,Beginner,Video
Cloud Computing,87,88,43,Beginner,Video
Devops and Systems Integration,99,89,55,Beginner,Video
Software Engineering and Development,75,96,49,Beginner,Video
CyberSecurity,91,70,59,Beginner,Video
Software Engineering and Development,72,77,69,Beginner,Video
IT Project Management,80,74,69,Beginner,Video
Network and System Administration,75,82,57,Beginner,Video
Database Management,89,95,55,Beginner,Video
Network and System Administration,78,76,58,Beginner,Video
Database Management,83,81,43,Beginner,Video
Cloud Computing,75,95,64,Beginner,Video
Devops and Systems Integration,99,96,66,Beginner,Video
Artificial Intelligence and Machine Learning,99,87,64,Beginner,Video
Software Engineering and Development,96,75,55,Beginner,Video
Artificial Intelligence and Machine Learning,86,98,49,Beginner,Video
Web Development,81,86,48,Beginner,Video
Network and System Administration,74,75,60,Beginner,Video
CyberSecurity,81,86,44,Beginner,Video
Database Management,80,81,63,Beginner,Video
Cloud Computing,83,90,53,Beginner,Video
Devops and Systems Integration,99,70,45,Beginner,Video
Cloud Computing,82,99,56,Beginner,Video
Network and System Administration,71,83,44,Beginner,Video
CyberSecurity,81,97,64,Beginner,Video
IT Project Management,85,100,58,Beginner,Video
IT Project Management,93,87,45,Beginner,Video
Cloud Computing,90,82,58,Beginner,Video
CyberSecurity,79,77,46,Beginner,Video
IT Project Management,77,71,63,Beginner,Video
Software Engineering and Development,77,78,55,Beginner,Video
Devops and Systems Integration,77,92,52,Beginner,Video
Artificial Intelligence and Machine Learning,94,70,56,Beginner,Video
Web Development,100,90,57,Beginner,Video
Database Management,85,71,46,Beginner,Video
Data Science and Analytics,72,87,44,Beginner,Video
Cloud Computing,74,77,45,Beginner,Video
IT Project Management,99,98,56,Beginner,Video
Web Development,95,89,44,Beginner,Video
IT Project Management,95,70,42,Beginner,Video
Database Management,73,85,42,Beginner,Video
Database Management,92,88,61,Beginner,Video
CyberSecurity,76,96,67,Beginner,Video
CyberSecurity,79,80,55,Beginner,Video
Web Development,92,78,45,Beginner,Video
Software Engineering and Development,100,75,46,Beginner,Video
Artificial Intelligence and Machine Learning,82,86,54,Beginner,Video
Database Management,75,98,66,Beginner,Video
Software Engineering and Development,81,83,51,Beginner,Video
Network and System Administration,84,75,51,Beginner,Video
Software Engineering and Development,81,85,67,Beginner,Video
Cloud Computing,83,74,43,Beginner,Video
Software Engineering and Development,84,70,65,Beginner,Video
Data Science and Analytics,78,88,70,Beginner,Video
CyberSecurity,86,97,47,Beginner,Video
Artificial Intelligence and Machine Learning,86,77,52,Beginner,Video
Network and System Administration,70,90,67,Beginner,Video
IT Project Management,93,83,57,Beginner,Video
CyberSecurity,71,91,51,Beginner,Video
Artificial Intelligence and Machine Learning,98,75,55,Beginner,Video
Devops and Systems Integration,97,80,67,Beginner,Video
Artificial Intelligence and Machine Learning,95,94,51,Beginner,Video
Web Development,98,91,56,Beginner,Video
CyberSecurity,96,91,58,Beginner,Video
Artificial Intelligence and Machine Learning,76,94,64,Beginner,Video
Network and System Administration,85,96,56,Beginner,Video
Devops and Systems Integration,78,88,43,Beginner,Video
Cloud Computing,86,94,61,Beginner,Video
Devops and Systems Integration,92,75,55,Beginner,Video
IT Project Management,94,94,53,Beginner,Video
CyberSecurity,94,97,44,Beginner,Video
IT Project Management,92,78,47,Beginner,Video
IT Project Management,97,80,50,Beginner,Video
Data Science and Analytics,89,94,59,Beginner,Video
Cloud Computing,94,84,48,Beginner,Video
Software Engineering and Development,96,89,65,Beginner,Video
Network and System Administration,100,89,43,Beginner,Video
Software Engineering and Development,83,76,58,Beginner,Video
CyberSecurity,78,91,67,Beginner,Video
CyberSecurity,71,83,57,Beginner,Video
Software Engineering and Development,92,73,63,Beginner,Video
IT Project Management,74,72,67,Beginner,Video
Software Engineering and Development,88,72,66,Beginner,Video
IT Project Management,83,71,65,Beginner,Video
Data Science and Analytics,73,74,69,Beginner,Video
CyberSecurity,82,97,68,Beginner,Video
Artificial Intelligence and Machine Learning,79,87,43,Beginner,Video
CyberSecurity,88,99,61,Beginner,Video
Cloud Computing,97,95,52,Beginner,Video
Web Development,79,92,44,Beginner,Video
IT Project Management,97,82,42,Beginner,Video
CyberSecurity,85,76,67,Beginner,Video
Network and System Administration,100,91,68,Beginner,Video
IT Project Management,76,82,59,Beginner,Video
Cloud Computing,96,71,49,Beginner,Video
Web Development,72,95,62,Beginner,Video
Data Science and Analytics,72,94,50,Beginner,Video
Web Development,85,73,51,Beginner,Video
Database Management,90,99,66,Beginner,Video
Web Development,94,75,54,Beginner,Video
Cloud Computing,79,86,53,Beginner,Video
Network and System Administration,98,81,43,Beginner,Video
Database Management,96,82,66,Beginner,Video
Software Engineering and Development,80,82,47,Beginner,Video
Web Development,96,75,48,Beginner,Video
Data Science and Analytics,72,88,58,Beginner,Video
Database Management,71,89,49,Beginner,Video
Data Science and Analytics,98,95,61,Beginner,Video
Artificial Intelligence and Machine Learning,93,84,48,Beginner,Video
Software Engineering and Development,79,87,47,Beginner,Video
Cloud Computing,92,82,51,Beginner,Video
Web Development,73,75,65,Beginner,Video
Web Development,83,94,56,Beginner,Video
Database Management,96,83,64,Beginner,Video
CyberSecurity,92,90,63,Beginner,Video
Software Engineering and Development,98,87,67,Beginner,Video
Data Science and Analytics,81,76,65,Beginner,Video
Software Engineering and Development,90,78,47,Beginner,Video
Web Development,89,82,52,Beginner,Video
Cloud Computing,94,82,41,Beginner,Video
Artificial Intelligence and Machine Learning,77,80,69,Beginner,Video
Software Engineering and Development,74,78,51,Beginner,Video
Artificial Intelligence and Machine Learning,77,80,47,Beginner,Video
Web Development,70,73,53,Beginner,Video
IT Project Management,84,79,66,Beginner,Video
Software Engineering and Development,83,74,65,Beginner,Video
Network and System Administration,79,77,59,Beginner,Video
Software Engineering and Development,93,72,54,Beginner,Video
Artificial Intelligence and Machine Learning,80,100,43,Beginner,Video
Network and System Administration,85,96,44,Beginner,Video
Database Management,73,97,69,Beginner,Video
Software Engineering and Development,72,95,43,Beginner,Video
Web Development,87,83,59,Beginner,Video
Software Engineering and Development,100,80,41,Beginner,Video
Artificial Intelligence and Machine Learning,99,95,43,Beginner,Video
Database Management,78,89,57,Beginner,Video
Web Development,88,94,51,Beginner,Video
Network and System Administration,72,94,58,Beginner,Video
Cloud Computing,87,99,42,Beginner,Video
CyberSecurity,86,76,64,Beginner,Video
IT Project Management,71,80,53,Beginner,Video
Web Development,100,77,69,Beginner,Video
Database Management,79,72,51,Beginner,Video
IT Project Management,96,77,67,Beginner,Video
Web Development,72,72,93,Advanced,Quiz
Network and System Administration,71,89,95,Advanced,Quiz
Database Management,99,82,92,Advanced,Assignment
Data Science and Analytics,85,91,91,Advanced,Quiz
Software Engineering and Development,83,100,76,Advanced,Video
IT Project Management,94,98,88,Advanced,Video
CyberSecurity,92,90,86,Advanced,Video
Database Management,97,72,91,Advanced,Assignment
Devops and Systems Integration,90,93,100,Advanced,Quiz
Devops and Systems Integration,99,93,81,Advanced,Video
Cloud Computing,86,71,77,Advanced,Assignment
Software Engineering and Development,75,84,71,Advanced,Video
Data Science and Analytics,85,89,93,Advanced,Quiz
Network and System Administration,100,98,92,Advanced,Video
CyberSecurity,93,74,100,Advanced,Assignment
Data Science and Analytics,76,73,94,Advanced,Assignment
IT Project Management,97,75,94,Advanced,Assignment
Cloud Computing,85,82,95,Advanced,Assignment
IT Project Management,70,91,98,Beginner,Quiz
Web Development,88,100,93,Advanced,Quiz
Devops and Systems Integration,78,96,88,Advanced,Quiz
Web Development,85,97,84,Advanced,Video
Network and System Administration,94,76,82,Advanced,Assignment
Web Development,94,95,82,Advanced,Video
Cloud Computing,86,82,86,Advanced,Assignment
IT Project Management,82,100,98,Advanced,Quiz
Artificial Intelligence and Machine Learning,82,84,99,Advanced,Quiz
Cloud Computing,75,85,96,Advanced,Quiz
IT Project Management,81,95,89,Advanced,Quiz
Software Engineering and Development,98,79,81,Advanced,Assignment
Software Engineering and Development,94,77,88,Advanced,Assignment
Devops and Systems Integration,95,88,81,Advanced,Video
Database Management,97,91,83,Advanced,Video
Network and System Administration,79,71,73,Advanced,Assignment
Cloud Computing,78,94,77,Advanced,Video
Network and System Administration,96,80,83,Advanced,Assignment
Data Science and Analytics,95,89,97,Advanced,Assignment
Network and System Administration,98,86,97,Advanced,Assignment
Web Development,70,90,81,Beginner,Quiz
Network and System Administration,94,84,76,Advanced,Video
Software Engineering and Development,82,86,80,Advanced,Video
Software Engineering and Development,83,98,76,Advanced,Video
Database Management,80,97,75,Advanced,Video
Artificial Intelligence and Machine Learning,97,100,83,Advanced,Video
IT Project Management,87,74,76,Advanced,Assignment
Cloud Computing,87,78,88,Advanced,Assignment
CyberSecurity,91,70,95,Beginner,Assignment
Cloud Computing,80,91,86,Advanced,Quiz
Devops and Systems Integration,95,76,92,Advanced,Assignment
Data Science and Analytics,79,92,95,Advanced,Quiz
Cloud Computing,100,95,84,Advanced,Video
Software Engineering and Development,99,70,99,Beginner,Assignment
IT Project Management,86,86,81,Advanced,Video
Software Engineering and Development,81,72,87,Advanced,Assignment
Software Engineering and Development,82,82,72,Advanced,Video
CyberSecurity,91,89,76,Advanced,Video
Network and System Administration,100,73,96,Advanced,Assignment
Cloud Computing,72,73,82,Advanced,Quiz
CyberSecurity,86,78,88,Advanced,Assignment
CyberSecurity,85,74,71,Advanced,Video
Network and System Administration,72,75,78,Advanced,Quiz
Database Management,77,78,78,Advanced,Quiz
Network and System Administration,98,82,91,Advanced,Assignment
Network and System Administration,91,87,86,Advanced,Video
Devops and Systems Integration,80,83,76,Advanced,Video
Devops and Systems Integration,91,96,73,Advanced,Video
Web Development,77,72,74,Advanced,Assignment
Devops and Systems Integration,85,79,88,Advanced,Assignment
Devops and Systems Integration,77,82,90,Advanced,Quiz
Cloud Computing,96,100,76,Advanced,Video
Data Science and Analytics,76,100,86,Advanced,Quiz
Software Engineering and Development,76,80,99,Advanced,Quiz
IT Project Management,74,94,79,Advanced,Quiz
Data Science and Analytics,70,95,78,Beginner,Quiz
Devops and Systems Integration,88,96,91,Advanced,Quiz
Network and System Administration,81,99,74,Advanced,Video
Network and System Administration,84,72,87,Advanced,Assignment
Web Development,78,70,95,Beginner,Assignment
Cloud Computing,78,100,88,Advanced,Quiz
Network and System Administration,88,78,72,Advanced,Video
Network and System Administration,77,82,75,Advanced,Video
Database Management,80,99,100,Advanced,Quiz
Web Development,90,85,73,Advanced,Video
Web Development,86,70,73,Beginner,Assignment
Cloud Computing,73,96,93,Advanced,Quiz
Artificial Intelligence and Machine Learning,79,85,75,Advanced,Video
Artificial Intelligence and Machine Learning,98,89,96,Advanced,Assignment
Data Science and Analytics,89,70,78,Beginner,Assignment
Devops and Systems Integration,77,93,96,Advanced,Quiz
Devops and Systems Integration,96,98,87,Advanced,Video
Devops and Systems Integration,87,85,73,Advanced,Video
IT Project Management,95,94,79,Advanced,Video
Web Development,77,87,71,Advanced,Video
Data Science and Analytics,72,89,82,Advanced,Quiz
Artificial Intelligence and Machine Learning,79,91,76,Advanced,Video
Network and System Administration,81,70,82,Beginner,Assignment
Database Management,73,70,72,Beginner,Assignment
IT Project Management,74,89,79,Advanced,Quiz
Cloud Computing,99,89,82,Advanced,Video
Cloud Computing,73,86,91,Advanced,Quiz
Software Engineering and Development,82,88,82,Advanced,Quiz
Software Engineering and Development,71,74,81,Advanced,Quiz
Cloud Computing,100,93,93,Advanced,Assignment
Cloud Computing,98,85,100,Advanced,Assignment
CyberSecurity,71,80,99,Advanced,Quiz
Network and System Administration,94,86,71,Advanced,Video
Data Science and Analytics,84,98,83,Advanced,Video
CyberSecurity,97,85,97,Advanced,Assignment
Database Management,83,100,93,Advanced,Quiz
Artificial Intelligence and Machine Learning,88,78,94,Advanced,Assignment
Artificial Intelligence and Machine Learning,71,83,93,Advanced,Quiz
Network and System Administration,100,92,82,Advanced,Video
Web Development,89,98,96,Advanced,Quiz
Network and System Administration,98,88,86,Advanced,Video
Web Development,75,80,92,Advanced,Quiz
Devops and Systems Integration,71,99,81,Advanced,Quiz
Artificial Intelligence and Machine Learning,81,70,86,Beginner,Assignment
Software Engineering and Development,94,95,90,Advanced,Video
CyberSecurity,76,91,92,Advanced,Quiz
Data Science and Analytics,91,77,78,Advanced,Assignment
Database Management,95,77,73,Advanced,Video
Cloud Computing,98,93,81,Advanced,Video
Artificial Intelligence and Machine Learning,92,71,89,Advanced,Assignment
Devops and Systems Integration,95,98,73,Advanced,Video
CyberSecurity,100,89,100,Advanced,Assignment
Database Management,89,84,79,Advanced,Video
Web Development,80,95,95,Advanced,Quiz
IT Project Management,79,74,90,Advanced,Assignment
Network and System Administration,85,84,99,Advanced,Assignment
Data Science and Analytics,79,71,90,Advanced,Assignment
Software Engineering and Development,87,72,81,Advanced,Assignment
Software Engineering and Development,70,80,98,Beginner,Quiz
Artificial Intelligence and Machine Learning,72,75,74,Advanced,Quiz
Data Science and Analytics,79,93,73,Advanced,Video
Software Engineering and Development,76,94,78,Advanced,Quiz
Software Engineering and Development,71,74,76,Advanced,Quiz
Devops and Systems Integration,80,87,79,Advanced,Video
Network and System Administration,90,90,73,Advanced,Video
Web Development,70,77,86,Beginner,Quiz
CyberSecurity,83,86,89,Advanced,Quiz
Web Development,91,92,72,Advanced,Video
Artificial Intelligence and Machine Learning,76,97,76,Advanced,Quiz
Artificial Intelligence and Machine Learning,74,74,87,Advanced,Quiz
Software Engineering and Development,96,97,77,Advanced,Video
Devops and Systems Integration,83,86,83,Advanced,Quiz
Devops and Systems Integration,92,86,86,Advanced,Assignment
CyberSecurity,94,70,95,Beginner,Assignment
Software Engineering and Development,90,91,96,Advanced,Quiz
Cloud Computing,75,92,81,Advanced,Quiz
Software Engineering and Development,82,79,84,Advanced,Assignment
Data Science and Analytics,92,88,93,Advanced,Assignment
Cloud Computing,100,95,79,Advanced,Video
Database Management,97,75,93,Advanced,Assignment
IT Project Management,95,81,81,Advanced,Assignment
Software Engineering and Development,84,75,92,Advanced,Assignment
Database Management,75,96,71,Advanced,Video
Data Science and Analytics,89,89,91,Advanced,Quiz
Artificial Intelligence and Machine Learning,91,83,90,Advanced,Assignment
Cloud Computing,94,89,73,Advanced,Video
Data Science and Analytics,70,99,89,Beginner,Quiz
Cloud Computing,88,82,76,Advanced,Video
Devops and Systems Integration,76,78,79,Advanced,Quiz
Software Engineering and Development,77,79,80,Advanced,Quiz
Cloud Computing,71,81,78,Advanced,Quiz
Data Science and Analytics,91,79,92,Advanced,Assignment
Devops and Systems Integration,76,91,87,Advanced,Quiz
Cloud Computing,96,96,85,Advanced,Video
IT Project Management,97,86,79,Advanced,Video
Database Management,78,84,83,Advanced,Quiz
Data Science and Analytics,81,79,74,Advanced,Video
CyberSecurity,73,88,76,Advanced,Quiz
Devops and Systems Integration,94,89,96,Advanced,Assignment
Data Science and Analytics,71,88,97,Advanced,Quiz
Data Science and Analytics,100,98,73,Advanced,Video
Devops and Systems Integration,78,83,79,Advanced,Quiz
Devops and Systems Integration,83,74,85,Advanced,Assignment
CyberSecurity,94,88,85,Advanced,Video
Database Management,80,73,79,Advanced,Assignment
Web Development,88,89,90,Advanced,Quiz
Database Management,83,95,100,Advanced,Quiz
CyberSecurity,74,94,83,Advanced,Quiz
Devops and Systems Integration,89,91,87,Advanced,Video
Software Engineering and Development,79,95,71,Advanced,Video
Web Development,80,80,73,Advanced,Video
Software Engineering and Development,96,87,99,Advanced,Assignment
CyberSecurity,86,82,87,Advanced,Assignment
Cloud Computing,96,84,94,Advanced,Assignment
Cloud Computing,85,73,75,Advanced,Assignment
Network and System Administration,71,91,99,Advanced,Quiz
Database Management,98,79,82,Advanced,Assignment
Artificial Intelligence and Machine Learning,94,77,96,Advanced,Assignment
Cloud Computing,83,78,91,Advanced,Assignment
Data Science and Analytics,93,86,100,Advanced,Assignment
IT Project Management,77,90,98,Advanced,Quiz
Web Development,92,100,87,Advanced,Video
Network and System Administration,75,92,100,Advanced,Quiz
CyberSecurity,91,85,98,Advanced,Assignment
Web Development,91,89,84,Advanced,Video
Cloud Computing,75,82,75,Advanced,Quiz
Devops and Systems Integration,92,86,76,Advanced,Video
Software Engineering and Development,70,77,85,Beginner,Quiz
Network and System Administration,99,78,99,Advanced,Assignment
Devops and Systems Integration,91,99,90,Advanced,Video
CyberSecurity,98,93,93,Advanced,Assignment
Data Science and Analytics,86,74,100,Advanced,Assignment
Devops and Systems Integration,73,92,84,Advanced,Quiz
Software Engineering and Development,86,91,97,Advanced,Quiz
Data Science and Analytics,74,80,77,Advanced,Quiz
CyberSecurity,84,80,84,Advanced,Assignment
Data Science and Analytics,97,83,72,Advanced,Video
Web Development,95,99,85,Advanced,Video
Network and System Administration,98,97,79,Advanced,Video
Cloud Computing,81,79,72,Advanced,Video
Data Science and Analytics,75,97,97,Advanced,Quiz
Artificial Intelligence and Machine Learning,76,82,94,Advanced,Quiz
CyberSecurity,100,78,100,Advanced,Assignment
IT Project Management,86,77,80,Advanced,Assignment
Software Engineering and Development,99,84,93,Advanced,Assignment
Data Science and Analytics,94,71,96,Advanced,Assignment
IT Project Management,97,84,93,Advanced,Assignment
IT Project Management,93,76,86,Advanced,Assignment
CyberSecurity,93,71,83,Advanced,Assignment
Cloud Computing,86,92,95,Advanced,Quiz
Devops and Systems Integration,78,74,97,Advanced,Assignment
Devops and Systems Integration,70,78,78,Beginner,Quiz
Cloud Computing,90,84,78,Advanced,Video
Web Development,72,75,75,Advanced,Quiz
CyberSecurity,83,72,88,Advanced,Assignment
Web Development,93,81,83,Advanced,Assignment
Database Management,91,99,100,Advanced,Quiz
Web Development,92,94,91,Advanced,Video
Data Science and Analytics,85,86,98,Advanced,Quiz
Artificial Intelligence and Machine Learning,74,84,90,Advanced,Quiz
Artificial Intelligence and Machine Learning,90,98,98,Advanced,Quiz
Data Science and Analytics,89,71,80,Advanced,Assignment
IT Project Management,88,77,99,Advanced,Assignment
IT Project Management,99,100,90,Advanced,Video
Database Management,78,75,92,Advanced,Assignment
Network and System Administration,94,100,72,Advanced,Video
Devops and Systems Integration,81,77,75,Advanced,Video
IT Project Management,71,74,79,Advanced,Quiz
IT Project Management,90,91,92,Advanced,Quiz
Data Science and Analytics,88,93,81,Advanced,Video
Devops and Systems Integration,78,91,84,Advanced,Quiz
Software Engineering and Development,94,95,98,Advanced,Quiz
Data Science and Analytics,100,91,80,Advanced,Video
CyberSecurity,88,75,100,Advanced,Assignment
IT Project Management,90,78,95,Advanced,Assignment
Software Engineering and Development,93,96,75,Advanced,Video
Database Management,84,76,75,Advanced,Video
Database Management,75,84,98,Advanced,Quiz
Data Science and Analytics,92,83,84,Advanced,Assignment
CyberSecurity,97,87,92,Advanced,Assignment
Cloud Computing,93,90,80,Advanced,Video
Cloud Computing,97,70,79,Beginner,Assignment
Database Management,78,100,89,Advanced,Quiz
Database Management,82,87,76,Advanced,Video
IT Project Management,76,90,95,Advanced,Quiz
Software Engineering and Development,91,93,99,Advanced,Quiz
Software Engineering and Development,73,92,74,Advanced,Quiz
Web Development,79,82,87,Advanced,Quiz
Network and System Administration,92,82,93,Advanced,Assignment
Database Management,95,71,89,Advanced,Assignment
Cloud Computing,87,78,97,Advanced,Assignment
Network and System Administration,78,88,86,Advanced,Quiz
Artificial Intelligence and Machine Learning,70,86,79,Beginner,Quiz
Data Science and Analytics,98,73,80,Advanced,Assignment
Cloud Computing,77,70,95,Beginner,Assignment
Devops and Systems Integration,73,74,88,Advanced,Quiz
Network and System Administration,76,98,89,Advanced,Quiz
Artificial Intelligence and Machine Learning,85,80,82,Advanced,Assignment
Devops and Systems Integration,86,79,82,Advanced,Assignment
Data Science and Analytics,93,89,100,Advanced,Assignment
Network and System Administration,91,88,80,Advanced,Video
Cloud Computing,94,83,72,Advanced,Video
Network and System Administration,72,93,96,Advanced,Quiz
Network and System Administration,71,74,86,Advanced,Quiz
Artificial Intelligence and Machine Learning,75,81,81,Advanced,Quiz
Data Science and Analytics,76,85,82,Advanced,Quiz
CyberSecurity,98,88,88,Advanced,Assignment
IT Project Management,87,70,88,Beginner,Assignment
Devops and Systems Integration,82,78,94,Advanced,Assignment
Data Science and Analytics,100,91,94,Advanced,Assignment
Devops and Systems Integration,85,93,83,Advanced,Video
CyberSecurity,74,77,92,Advanced,Quiz
Data Science and Analytics,98,85,90,Advanced,Assignment
Database Management,85,88,90,Advanced,Quiz
Database Management,71,73,83,Advanced,Quiz
IT Project Management,77,87,73,Advanced,Video
Devops and Systems Integration,75,74,92,Advanced,Assignment
Network and System Administration,90,70,82,Beginner,Assignment
Devops and Systems Integration,80,90,75,Advanced,Video
Network and System Administration,83,90,88,Advanced,Quiz
Artificial Intelligence and Machine Learning,100,85,78,Advanced,Video
Data Science and Analytics,90,82,77,Advanced,Video
IT Project Management,97,77,91,Advanced,Assignment
Artificial Intelligence and Machine Learning,71,71,90,Advanced,Quiz
Data Science and Analytics,84,76,71,Advanced,Video
CyberSecurity,70,76,91,Beginner,Quiz
Software Engineering and Development,76,89,87,Advanced,Quiz
Software Engineering and Development,97,83,81,Advanced,Video
IT Project Management,87,83,91,Advanced,Assignment
Devops and Systems Integration,75,76,73,Advanced,Video
IT Project Management,89,98,77,Advanced,Video
Database Management,87,77,92,Advanced,Assignment
Artificial Intelligence and Machine Learning,80,85,93,Advanced,Quiz
Artificial Intelligence and Machine Learning,90,74,94,Advanced,Assignment
Database Management,81,83,81,Advanced,Quiz
Web Development,81,94,99,Advanced,Quiz
Devops and Systems Integration,98,76,73,Advanced,Video
IT Project Management,93,95,77,Advanced,Video
Data Science and Analytics,82,84,95,Advanced,Quiz
Database Management,73,70,76,Beginner,Assignment
Cloud Computing,92,71,75,Advanced,Assignment
Database Management,82,95,97,Advanced,Quiz
Software Engineering and Development,81,78,88,Advanced,Assignment
CyberSecurity,94,89,71,Advanced,Video
Database Management,77,92,85,Advanced,Quiz
Web Development,71,91,82,Advanced,Quiz
Web Development,98,70,83,Beginner,Assignment
Network and System Administration,82,72,85,Advanced,Assignment
Software Engineering and Development,90,78,96,Advanced,Assignment
Software Engineering and Development,77,78,76,Advanced,Video
Devops and Systems Integration,99,99,71,Advanced,Video
Data Science and Analytics,92,84,90,Advanced,Assignment
Database Management,85,98,100,Advanced,Quiz
Cloud Computing,73,98,89,Advanced,Quiz
IT Project Management,89,72,82,Advanced,Assignment
Devops and Systems Integration,74,71,85,Advanced,Assignment
Cloud Computing,81,94,93,Advanced,Quiz
Data Science and Analytics,94,75,75,Advanced,Assignment
Network and System Administration,95,72,86,Advanced,Assignment
Network and System Administration,81,79,76,Advanced,Video
Software Engineering and Development,90,84,71,Advanced,Video
Software Engineering and Development,70,97,75,Beginner,Quiz
Cloud Computing,90,98,80,Advanced,Video
Software Engineering and Development,73,86,72,Advanced,Video
Database Management,77,89,78,Advanced,Quiz
Data Science and Analytics,76,89,82,Advanced,Quiz
Devops and Systems Integration,76,80,75,Advanced,Video
Database Management,80,95,74,Advanced,Video
Data Science and Analytics,83,77,91,Advanced,Assignment
IT Project Management,87,75,73,Advanced,Video
Devops and Systems Integration,72,99,82,Advanced,Quiz
Network and System Administration,77,75,80,Advanced,Assignment
Network and System Administration,78,75,97,Advanced,Assignment
Devops and Systems Integration,80,81,88,Advanced,Quiz
Artificial Intelligence and Machine Learning,97,85,90,Advanced,Assignment
Web Development,93,87,77,Advanced,Video
